datasets,llm,labels,higher,lower
essays,gpt,CON,0.004761904761904762,0.0
essays,gpt,CON,0.10780669144981413,0.09665427509293681
essays,gpt,CON,0.0,0.0
essays,gpt,CON,0.0,0.0
essays,gpt,CON,0.136,0.084
essays,gpt,CON,0.0,0.0
essays,gpt,CON,0.12589928057553956,0.10431654676258993
essays,gpt,CON,0.0728744939271255,0.04048582995951417
essays,gpt,CON,0.07450980392156863,0.0
essays,gpt,CON,0.013761467889908258,0.045871559633027525
essays,gpt,CON,0.12406015037593984,0.045112781954887216
essays,gpt,CON,0.0,0.0
essays,gpt,CON,0.04417670682730924,0.21285140562248997
essays,gpt,CON,0.10931174089068826,0.10121457489878542
essays,gpt,CON,0.0,0.0
essays,gpt,CON,0.0,0.0
essays,gpt,CON,0.0,0.0
essays,gpt,CON,0.0694980694980695,0.08108108108108109
essays,gpt,CON,0.09126984126984126,0.1111111111111111
essays,gpt,CON,0.09090909090909091,0.1383399209486166
essays,gpt,CON,0.09578544061302682,0.10727969348659004
essays,gpt,CON,0.0,0.0
essays,gpt,CON,0.0,0.0
essays,gpt,CON,0.06451612903225806,0.0
essays,gpt,CON,0.0,0.0
essays,gpt,CON,0.17472118959107807,0.10037174721189591
essays,gpt,CON,0.06666666666666667,0.12916666666666668
essays,gpt,CON,0.13953488372093023,0.11627906976744186
essays,gpt,CON,0.0,0.0
essays,gpt,CON,0.1254355400696864,0.027874564459930314
essays,gpt,CON,0.15748031496062992,0.07874015748031496
essays,gpt,CON,0.13168724279835392,0.053497942386831275
essays,gpt,CON,0.07722007722007722,0.1776061776061776
essays,gpt,CON,0.11787072243346007,0.06844106463878327
essays,gpt,CON,0.12359550561797752,0.0449438202247191
essays,gpt,CON,0.026022304832713755,0.24535315985130113
essays,gpt,CON,0.11923076923076924,0.08461538461538462
essays,gpt,CON,0.0599250936329588,0.003745318352059925
essays,gpt,CON,0.08203125,0.11328125
essays,gpt,CON,0.1274131274131274,0.0888030888030888
essays,gpt,CON,0.06557377049180328,0.1598360655737705
essays,gpt,CON,0.06172839506172839,0.18106995884773663
essays,gpt,CON,0.03065134099616858,0.18773946360153257
essays,gpt,CON,0.15384615384615385,0.09615384615384616
essays,gpt,CON,0.06550218340611354,0.039301310043668124
essays,gpt,CON,0.11567164179104478,0.08955223880597014
essays,gpt,CON,0.09124087591240876,0.11678832116788321
essays,gpt,CON,0.12043795620437957,0.07664233576642336
essays,gpt,CON,0.11618257261410789,0.04979253112033195
essays,gpt,CON,0.10204081632653061,0.10612244897959183
essays,gpt,CON,0.12452830188679245,0.1018867924528302
essays,gpt,CON,0.0,0.0
essays,gpt,CON,0.058333333333333334,0.05
essays,gpt,CON,0.0,0.0
essays,gpt,CON,0.15853658536585366,0.08943089430894309
essays,gpt,CON,0.07553956834532374,0.15827338129496402
essays,gpt,CON,0.0211864406779661,0.0
essays,gpt,CON,0.0,0.0
essays,gpt,CON,0.08058608058608059,0.018315018315018316
essays,gpt,CON,0.0,0.0
essays,gpt,CON,0.11524163568773234,0.055762081784386616
essays,gpt,CON,0.02553191489361702,0.0
essays,gpt,CON,0.17467248908296942,0.10480349344978165
essays,gpt,CON,0.06513409961685823,0.10727969348659004
essays,gpt,CON,0.044897959183673466,0.04081632653061224
essays,gpt,CON,0.10227272727272728,0.10606060606060606
essays,gpt,CON,0.02304147465437788,0.004608294930875576
essays,gpt,CON,0.08366533864541832,0.14741035856573706
essays,gpt,CON,0.0,0.0
essays,gpt,CON,0.15413533834586465,0.11278195488721804
essays,gpt,CON,0.05970149253731343,0.033582089552238806
essays,gpt,CON,0.06810035842293907,0.0035842293906810036
essays,gpt,CON,0.031496062992125984,0.2204724409448819
essays,gpt,CON,0.1259259259259259,0.11851851851851852
essays,gpt,CON,0.08016877637130802,0.004219409282700422
essays,gpt,CON,0.08333333333333333,0.07142857142857142
essays,gpt,CON,0.022123893805309734,0.0
essays,gpt,CON,0.05042016806722689,0.01680672268907563
essays,gpt,CON,0.11567164179104478,0.09701492537313433
essays,gpt,CON,0.07806691449814127,0.11152416356877323
essays,gpt,CON,0.06563706563706563,0.03474903474903475
essays,gpt,CON,0.0,0.0
essays,gpt,CON,0.09125475285171103,0.08365019011406843
essays,gpt,CON,0.16532258064516128,0.13306451612903225
essays,gpt,CON,0.04979253112033195,0.004149377593360996
essays,gpt,CON,0.1888412017167382,0.12017167381974249
essays,gpt,CON,0.032520325203252036,0.0
essays,gpt,CON,0.13454545454545455,0.11272727272727273
essays,gpt,CON,0.0,0.0
essays,gpt,CON,0.05511811023622047,0.0
essays,gpt,CON,0.11320754716981132,0.033962264150943396
essays,gpt,CON,0.1103202846975089,0.0498220640569395
essays,gpt,CON,0.1694915254237288,0.13559322033898305
essays,gpt,CON,0.12830188679245283,0.1320754716981132
essays,gpt,CON,0.04296875,0.05078125
essays,gpt,CON,0.13333333333333333,0.13725490196078433
essays,gpt,CON,0.10687022900763359,0.022900763358778626
essays,gpt,CON,0.06741573033707865,0.11235955056179775
essays,gpt,CON,0.14741035856573706,0.14342629482071714
essays,gpt,CON,0.08208955223880597,0.022388059701492536
essays,gpt,CON,0.15352697095435686,0.13278008298755187
essays,gpt,CON,0.08433734939759036,0.040160642570281124
essays,gpt,CON,0.10676156583629894,0.0711743772241993
essays,gpt,CON,0.1440329218106996,0.17695473251028807
essays,gpt,CON,0.11152416356877323,0.03717472118959108
essays,gpt,CON,0.19658119658119658,0.1282051282051282
essays,gpt,CON,0.05533596837944664,0.18972332015810275
essays,gpt,CON,0.10743801652892562,0.09090909090909091
essays,gpt,CON,0.12142857142857143,0.025
essays,gpt,CON,0.12396694214876033,0.1652892561983471
essays,gpt,CON,0.13168724279835392,0.1111111111111111
essays,gpt,CON,0.0,0.0
essays,gpt,CON,0.0,0.0
essays,gpt,CON,0.0,0.0
essays,gpt,CON,0.08235294117647059,0.12156862745098039
essays,gpt,CON,0.16,0.128
essays,gpt,CON,0.12167300380228137,0.11787072243346007
essays,gpt,CON,0.10384615384615385,0.1076923076923077
essays,gpt,CON,0.10305343511450382,0.08015267175572519
essays,gpt,CON,0.07539682539682539,0.0992063492063492
essays,gpt,CON,0.0,0.0
essays,gpt,CON,0.024896265560165973,0.0
essays,gpt,CON,0.14741035856573706,0.10358565737051793
essays,gpt,CON,0.10588235294117647,0.12156862745098039
essays,gpt,CON,0.0,0.0
essays,gpt,CON,0.02631578947368421,0.0
essays,gpt,CON,0.0,0.0
essays,gpt,CON,0.030973451327433628,0.0
essays,gpt,CON,0.078125,0.0234375
essays,gpt,CON,0.14112903225806453,0.13306451612903225
essays,gpt,CON,0.07633587786259542,0.0
essays,gpt,CON,0.0,0.0
essays,gpt,CON,0.11827956989247312,0.03942652329749104
essays,gpt,CON,0.09236947791164658,0.10843373493975904
essays,gpt,CON,0.08846153846153847,0.12307692307692308
essays,gpt,CON,0.03333333333333333,0.0
essays,gpt,CON,0.09689922480620156,0.06976744186046512
essays,gpt,CON,0.0,0.0
essays,gpt,CON,0.048,0.0
essays,gpt,CON,0.1440329218106996,0.17695473251028807
essays,gpt,CON,0.10588235294117647,0.13725490196078433
essays,gpt,CON,0.057692307692307696,0.03076923076923077
essays,gpt,CON,0.15546218487394958,0.15966386554621848
essays,gpt,CON,0.12014134275618374,0.0353356890459364
essays,gpt,CON,0.04417670682730924,0.14457831325301204
essays,gpt,CON,0.10569105691056911,0.02032520325203252
essays,gpt,CON,0.12096774193548387,0.036290322580645164
essays,gpt,CON,0.1487603305785124,0.08677685950413223
essays,gpt,CON,0.06923076923076923,0.18076923076923077
essays,gpt,CON,0.10080645161290322,0.0846774193548387
essays,gpt,CON,0.04201680672268908,0.0
essays,gpt,CON,0.0,0.0
essays,gpt,CON,0.14444444444444443,0.14814814814814814
essays,gpt,CON,0.12087912087912088,0.03663003663003663
essays,gpt,CON,0.06319702602230483,0.0
essays,gpt,CON,0.12017167381974249,0.12017167381974249
essays,gpt,CON,0.09881422924901186,0.1541501976284585
essays,gpt,CON,0.1183206106870229,0.026717557251908396
essays,gpt,CON,0.10622710622710622,0.018315018315018316
essays,gpt,CON,0.06324110671936758,0.1857707509881423
essays,gpt,CON,0.1593625498007968,0.06772908366533864
essays,gpt,CON,0.10780669144981413,0.026022304832713755
essays,gpt,CON,0.09411764705882353,0.09803921568627451
essays,gpt,CON,0.11244979919678715,0.14457831325301204
essays,gpt,CON,0.046413502109704644,0.0
essays,gpt,CON,0.09053497942386832,0.06172839506172839
essays,gpt,CON,0.013333333333333334,0.0
essays,gpt,CON,0.10687022900763359,0.16030534351145037
essays,gpt,CON,0.034482758620689655,0.06465517241379311
essays,gpt,CON,0.07581227436823104,0.04693140794223827
essays,gpt,CON,0.09016393442622951,0.05327868852459016
essays,gpt,CON,0.0,0.0
essays,gpt,CON,0.11538461538461539,0.1
essays,gpt,CON,0.10526315789473684,0.08502024291497975
essays,gpt,CON,0.09929078014184398,0.05673758865248227
essays,gpt,CON,0.0,0.0
essays,gpt,CON,0.07086614173228346,0.06299212598425197
essays,gpt,CON,0.32170542635658916,0.015503875968992248
essays,gpt,CON,0.045627376425855515,0.13688212927756654
essays,gpt,CON,0.056910569105691054,0.0040650406504065045
essays,gpt,CON,0.05508474576271186,0.19491525423728814
essays,gpt,CON,0.13414634146341464,0.13821138211382114
essays,gpt,CON,0.04868913857677903,0.12734082397003746
essays,gpt,CON,0.0,0.0
essays,gpt,CON,0.07630522088353414,0.0642570281124498
essays,gpt,CON,0.11507936507936507,0.10714285714285714
essays,gpt,CON,0.0,0.0
essays,gpt,CON,0.0,0.0
essays,gpt,CON,0.14682539682539683,0.10317460317460317
essays,gpt,CON,0.0,0.0
essays,gpt,CON,0.05726872246696035,0.09251101321585903
essays,gpt,CON,0.076,0.076
essays,gpt,CON,0.1171875,0.0859375
essays,gpt,CON,0.0,0.0
essays,gpt,CON,0.11235955056179775,0.10112359550561797
essays,gpt,CON,0.125,0.09765625
essays,gpt,CON,0.0,0.0
essays,gpt,CON,0.021551724137931036,0.0
essays,gpt,CON,0.08494208494208494,0.03088803088803089
essays,gpt,CON,0.13186813186813187,0.10622710622710622
essays,gpt,CON,0.11764705882352941,0.047058823529411764
essays,gpt,CON,0.14007782101167315,0.023346303501945526
essays,gpt,CON,0.024691358024691357,0.0
essays,gpt,CON,0.0,0.0
essays,gpt,CON,0.13846153846153847,0.046153846153846156
essays,gpt,CON,0.06172839506172839,0.13991769547325103
essays,gpt,CON,0.0,0.0
essays,gpt,CON,0.0,0.0
essays,gpt,CON,0.039647577092511016,0.05726872246696035
essays,gpt,CON,0.0,0.0
essays,gpt,CON,0.10661764705882353,0.01838235294117647
essays,gpt,CON,0.1867704280155642,0.07782101167315175
essays,gpt,CON,0.14342629482071714,0.0398406374501992
essays,gpt,CON,0.02973977695167286,0.0037174721189591076
essays,gpt,CON,0.108,0.128
essays,gpt,CON,0.10699588477366255,0.18106995884773663
essays,gpt,CON,0.17037037037037037,0.12962962962962962
essays,gpt,CON,0.07563025210084033,0.07983193277310924
essays,gpt,CON,0.036,0.0
essays,gpt,CON,0.0653061224489796,0.1306122448979592
essays,gpt,CON,0.08363636363636363,0.025454545454545455
essays,gpt,CON,0.0823045267489712,0.02880658436213992
essays,gpt,CON,0.15354330708661418,0.015748031496062992
essays,gpt,CON,0.16793893129770993,0.07251908396946564
essays,gpt,CON,0.08396946564885496,0.026717557251908396
essays,gpt,CON,0.0,0.0
essays,gpt,CON,0.14545454545454545,0.06909090909090909
essays,gpt,CON,0.15298507462686567,0.10074626865671642
essays,gpt,CON,0.092,0.092
essays,gpt,CON,0.104,0.092
essays,gpt,CON,0.1220472440944882,0.08267716535433071
essays,gpt,CON,0.05761316872427984,0.13991769547325103
essays,gpt,CON,0.0,0.0
essays,gpt,CON,0.12267657992565056,0.03717472118959108
essays,gpt,CON,0.1225296442687747,0.15019762845849802
essays,gpt,CON,0.0,0.0
essays,gpt,CON,0.09541984732824428,0.1183206106870229
essays,gpt,CON,0.0,0.0
essays,gpt,CON,0.05179282868525897,0.16733067729083664
essays,gpt,CON,0.0694980694980695,0.0
essays,gpt,CON,0.1652892561983471,0.13636363636363635
essays,gpt,CON,0.09871244635193133,0.12017167381974249
essays,gpt,CON,0.1423076923076923,0.12307692307692308
essays,gpt,CON,0.1469387755102041,0.0326530612244898
essays,gpt,CON,0.12734082397003746,0.03745318352059925
essays,gpt,CON,0.06854838709677419,0.14919354838709678
essays,gpt,CON,0.04054054054054054,0.05855855855855856
essays,gpt,CON,0.1937984496124031,0.10465116279069768
essays,gpt,CON,0.08812260536398467,0.11877394636015326
essays,gpt,CON,0.0,0.0
essays,gpt,CON,0.08536585365853659,0.14634146341463414
essays,gpt,CON,0.0967741935483871,0.053763440860215055
essays,gpt,CON,0.1320754716981132,0.09056603773584905
essays,gpt,CON,0.0,0.0
essays,gpt,CON,0.13409961685823754,0.10727969348659004
essays,gpt,CON,0.05714285714285714,0.09795918367346938
essays,gpt,CON,0.10441767068273092,0.12449799196787148
essays,gpt,CON,0.06343283582089553,0.033582089552238806
essays,gpt,CON,0.058823529411764705,0.1411764705882353
essays,gpt,CON,0.09090909090909091,0.07905138339920949
essays,gpt,CON,0.1615720524017467,0.18777292576419213
essays,gpt,CON,0.05813953488372093,0.16279069767441862
essays,gpt,CON,0.0,0.0
essays,gpt,CON,0.10424710424710425,0.02702702702702703
essays,gpt,CON,0.092,0.124
essays,gpt,CON,0.06666666666666667,0.0
essays,gpt,CON,0.11877394636015326,0.11494252873563218
essays,gpt,CON,0.17100371747211895,0.08550185873605948
essays,gpt,CON,0.14728682170542637,0.06589147286821706
essays,gpt,CON,0.16740088105726872,0.14096916299559473
essays,gpt,CON,0.05737704918032787,0.0
essays,gpt,CON,0.052830188679245285,0.007547169811320755
essays,gpt,CON,0.10236220472440945,0.08661417322834646
essays,gpt,CON,0.06666666666666667,0.007407407407407408
essays,gpt,CON,0.10661764705882353,0.029411764705882353
essays,gpt,CON,0.13229571984435798,0.1556420233463035
essays,gpt,CON,0.1306122448979592,0.08163265306122448
essays,gpt,CON,0.03463203463203463,0.047619047619047616
essays,gpt,CON,0.14049586776859505,0.09090909090909091
essays,gpt,CON,0.11231884057971014,0.036231884057971016
essays,gpt,CON,0.14559386973180077,0.08812260536398467
essays,gpt,CON,0.08032128514056225,0.08433734939759036
essays,gpt,CON,0.10424710424710425,0.13127413127413126
essays,gpt,CON,0.10037174721189591,0.040892193308550186
essays,gpt,CON,0.11811023622047244,0.06299212598425197
essays,gpt,CON,0.205761316872428,0.12345679012345678
essays,gpt,CON,0.13307984790874525,0.09885931558935361
essays,gpt,CON,0.0,0.0
essays,gpt,CON,0.0,0.0
essays,gpt,CON,0.1557377049180328,0.19262295081967212
essays,gpt,CON,0.0,0.0
essays,gpt,CON,0.0,0.0
essays,gpt,CON,0.08203125,0.0703125
essays,gpt,CON,0.04424778761061947,0.008849557522123894
essays,gpt,CON,0.0,0.0
essays,gpt,CON,0.0,0.0
essays,gpt,CON,0.15129151291512916,0.025830258302583026
essays,gpt,CON,0.0,0.0
essays,gpt,CON,0.10037174721189591,0.055762081784386616
essays,gpt,CON,0.05737704918032787,0.16393442622950818
essays,gpt,CON,0.12452830188679245,0.04905660377358491
essays,gpt,CON,0.10227272727272728,0.06060606060606061
essays,gpt,CON,0.08214285714285714,0.11071428571428571
essays,gpt,CON,0.1646586345381526,0.05622489959839357
essays,gpt,CON,0.11244979919678715,0.10040160642570281
essays,gpt,CON,0.076,0.104
essays,gpt,CON,0.08394160583941605,0.04744525547445255
essays,gpt,CON,0.0,0.0
essays,gpt,CON,0.0,0.0
essays,gpt,CON,0.04524886877828054,0.03619909502262444
essays,gpt,CON,0.148,0.052
essays,gpt,CON,0.14522821576763487,0.04979253112033195
essays,gpt,CON,0.13382899628252787,0.13382899628252787
essays,gpt,CON,0.0,0.0
essays,gpt,CON,0.09803921568627451,0.08627450980392157
essays,gpt,CON,0.08108108108108109,0.13513513513513514
essays,gpt,CON,0.0546218487394958,0.0
essays,gpt,CON,0.1444866920152091,0.07224334600760456
essays,gpt,CON,0.11877394636015326,0.05363984674329502
essays,gpt,CON,0.0,0.0
essays,gpt,CON,0.0,0.0
essays,gpt,CON,0.07806691449814127,0.022304832713754646
essays,gpt,CON,0.047619047619047616,0.0
essays,gpt,CON,0.0,0.0
essays,gpt,CON,0.12941176470588237,0.11372549019607843
essays,gpt,CON,0.149812734082397,0.08239700374531835
essays,gpt,CON,0.11244979919678715,0.01606425702811245
essays,gpt,CON,0.04132231404958678,0.0
essays,gpt,CON,0.06716417910447761,0.029850746268656716
essays,gpt,CON,0.1,0.03214285714285714
essays,gpt,CON,0.0,0.0
essays,gpt,CON,0.2701612903225806,0.036290322580645164
essays,gpt,CON,0.10638297872340426,0.028368794326241134
essays,gpt,CON,0.09322033898305085,0.11864406779661017
essays,gpt,CON,0.0,0.0
essays,gpt,CON,0.06859205776173286,0.02888086642599278
essays,gpt,CON,0.09623430962343096,0.12133891213389121
essays,gpt,CON,0.10204081632653061,0.1306122448979592
essays,gpt,CON,0.11504424778761062,0.11504424778761062
essays,gpt,CON,0.060085836909871244,0.07296137339055794
essays,gpt,CON,0.042735042735042736,0.02564102564102564
essays,gpt,CON,0.12075471698113208,0.04150943396226415
essays,gpt,CON,0.13257575757575757,0.09090909090909091
essays,gpt,CON,0.08298755186721991,0.058091286307053944
essays,gpt,CON,0.08550185873605948,0.02973977695167286
essays,gpt,CON,0.0,0.0
essays,gpt,CON,0.0,0.0
essays,gpt,CON,0.0642570281124498,0.07228915662650602
essays,gpt,CON,0.05533596837944664,0.1541501976284585
essays,gpt,CON,0.11020408163265306,0.09387755102040816
essays,gpt,CON,0.053497942386831275,0.037037037037037035
essays,gpt,CON,0.0,0.0
essays,gpt,CON,0.0,0.0
essays,gpt,CON,0.08130081300813008,0.12601626016260162
essays,gpt,CON,0.09210526315789473,0.008771929824561403
essays,gpt,CON,0.06060606060606061,0.011363636363636364
essays,gpt,CON,0.06299212598425197,0.0
essays,gpt,CON,0.056910569105691054,0.1910569105691057
essays,gpt,CON,0.125,0.10984848484848485
essays,gpt,CON,0.14285714285714285,0.07518796992481203
essays,gpt,CON,0.18702290076335878,0.030534351145038167
essays,gpt,CON,0.10483870967741936,0.1814516129032258
essays,gpt,CON,0.07954545454545454,0.1590909090909091
essays,gpt,CON,0.09615384615384616,0.09230769230769231
essays,gpt,CON,0.0,0.0
essays,gpt,CON,0.14901960784313725,0.07450980392156863
essays,gpt,CON,0.11688311688311688,0.05627705627705628
essays,gpt,CON,0.07169811320754717,0.0
essays,gpt,CON,0.13306451612903225,0.0967741935483871
essays,gpt,CON,0.0,0.0
essays,gpt,CON,0.0,0.0
essays,gpt,CON,0.0,0.0
essays,gpt,CON,0.04597701149425287,0.02681992337164751
essays,gpt,CON,0.0,0.0
essays,gpt,CON,0.10434782608695652,0.12173913043478261
essays,gpt,CON,0.04680851063829787,0.00425531914893617
essays,gpt,CON,0.1111111111111111,0.08333333333333333
essays,gpt,CON,0.050980392156862744,0.0
essays,gpt,CON,0.09923664122137404,0.04198473282442748
essays,gpt,CON,0.07142857142857142,0.07936507936507936
essays,gpt,CON,0.12406015037593984,0.08270676691729323
essays,gpt,CON,0.008928571428571428,0.0
essays,gpt,CON,0.04819277108433735,0.008032128514056224
essays,gpt,CON,0.05785123966942149,0.0
essays,gpt,CON,0.044444444444444446,0.022222222222222223
essays,gpt,CON,0.16877637130801687,0.08016877637130802
essays,gpt,CON,0.09803921568627451,0.11764705882352941
essays,gpt,CON,0.20912547528517111,0.10266159695817491
essays,gpt,CON,0.11462450592885376,0.05928853754940711
essays,gpt,CON,0.09523809523809523,0.0992063492063492
essays,gpt,CON,0.1746031746031746,0.09523809523809523
essays,gpt,CON,0.08270676691729323,0.16541353383458646
essays,gpt,CON,0.020833333333333332,0.0
essays,gpt,CON,0.10305343511450382,0.026717557251908396
essays,gpt,CON,0.12863070539419086,0.1078838174273859
essays,gpt,CON,0.1018867924528302,0.10943396226415095
essays,gpt,CON,0.13138686131386862,0.025547445255474453
essays,gpt,CON,0.08571428571428572,0.05714285714285714
essays,gpt,CON,0.08333333333333333,0.14393939393939395
essays,gpt,CON,0.0,0.0
essays,gpt,CON,0.0,0.0
essays,gpt,CON,0.12359550561797752,0.0299625468164794
essays,gpt,CON,0.15018315018315018,0.04395604395604396
essays,gpt,CON,0.07258064516129033,0.1975806451612903
essays,gpt,CON,0.11870503597122302,0.05755395683453238
essays,gpt,CON,0.08171206225680934,0.1828793774319066
essays,gpt,CON,0.09848484848484848,0.01893939393939394
essays,gpt,CON,0.11522633744855967,0.17695473251028807
essays,gpt,CON,0.1541501976284585,0.13043478260869565
essays,gpt,CON,0.07630522088353414,0.09236947791164658
essays,gpt,CON,0.0,0.0
essays,gpt,CON,0.13962264150943396,0.09433962264150944
essays,gpt,CON,0.11552346570397112,0.04332129963898917
essays,gpt,CON,0.0622568093385214,0.0038910505836575876
essays,gpt,CON,0.0,0.0
essays,gpt,CON,0.0694980694980695,0.015444015444015444
essays,gpt,CON,0.12698412698412698,0.09523809523809523
essays,gpt,CON,0.029661016949152543,0.0
essays,gpt,CON,0.15671641791044777,0.033582089552238806
essays,gpt,CON,0.10526315789473684,0.02631578947368421
essays,gpt,CON,0.04460966542750929,0.011152416356877323
essays,gpt,CON,0.11320754716981132,0.06792452830188679
essays,gpt,CON,0.023346303501945526,0.2140077821011673
essays,gpt,CON,0.0423728813559322,0.0
essays,gpt,CON,0.07509881422924901,0.11857707509881422
essays,gpt,CON,0.07456140350877193,0.0043859649122807015
essays,gpt,CON,0.0,0.0
essays,gpt,CON,0.13565891472868216,0.1124031007751938
essays,gpt,CON,0.09387755102040816,0.17551020408163265
essays,gpt,CON,0.11029411764705882,0.0625
essays,gpt,CON,0.0873015873015873,0.031746031746031744
essays,gpt,CON,0.11191335740072202,0.07942238267148015
essays,gpt,CON,0.08582089552238806,0.1044776119402985
essays,gpt,CON,0.08661417322834646,0.1062992125984252
essays,gpt,CON,0.0,0.0
essays,gpt,CON,0.12449799196787148,0.040160642570281124
essays,gpt,CON,0.021929824561403508,0.0
essays,gpt,CON,0.05859375,0.20703125
essays,gpt,CON,0.0,0.0
essays,gpt,CON,0.04779411764705882,0.007352941176470588
essays,gpt,CON,0.0989399293286219,0.014134275618374558
essays,gpt,CON,0.13405797101449277,0.014492753623188406
essays,gpt,CON,0.0,0.0
essays,gpt,CON,0.044642857142857144,0.017857142857142856
essays,gpt,CON,0.0391304347826087,0.05652173913043478
essays,gpt,CON,0.12099644128113879,0.010676156583629894
essays,gpt,CON,0.07352941176470588,0.0
essays,gpt,CON,0.1574468085106383,0.0851063829787234
essays,gpt,CON,0.08778625954198473,0.08015267175572519
essays,gpt,CON,0.12903225806451613,0.10483870967741936
essays,gpt,CON,0.03829787234042553,0.2553191489361702
essays,gpt,CON,0.1646090534979424,0.09465020576131687
essays,gpt,CON,0.12313432835820895,0.0708955223880597
essays,gpt,CON,0.0,0.0
essays,gpt,CON,0.07114624505928854,0.09881422924901186
essays,gpt,CON,0.12301587301587301,0.03571428571428571
essays,gpt,CON,0.06722689075630252,0.13025210084033614
essays,gpt,CON,0.07114624505928854,0.1225296442687747
essays,gpt,CON,0.07905138339920949,0.11067193675889328
essays,gpt,CON,0.0,0.0
essays,gpt,CON,0.0,0.0
essays,gpt,CON,0.04330708661417323,0.003937007874015748
essays,gpt,CON,0.06201550387596899,0.16279069767441862
essays,gpt,CON,0.04119850187265917,0.20973782771535582
essays,gpt,CON,0.0,0.0
essays,gpt,CON,0.07203389830508475,0.025423728813559324
essays,gpt,CON,0.10743801652892562,0.15289256198347106
essays,gpt,CON,0.08208955223880597,0.048507462686567165
essays,gpt,CON,0.30303030303030304,0.08712121212121213
essays,gpt,CON,0.05327868852459016,0.01639344262295082
essays,gpt,CON,0.0,0.0
essays,gpt,CON,0.11836734693877551,0.14285714285714285
essays,gpt,CON,0.06201550387596899,0.09302325581395349
essays,gpt,CON,0.09090909090909091,0.011363636363636364
essays,gpt,CON,0.1141732283464567,0.11023622047244094
essays,gpt,CON,0.0,0.0
essays,gpt,CON,0.0881057268722467,0.05286343612334802
essays,gpt,CON,0.0,0.0
essays,gpt,CON,0.11494252873563218,0.10344827586206896
essays,gpt,CON,0.03418803418803419,0.0811965811965812
essays,gpt,CON,0.02145922746781116,0.0
essays,gpt,CON,0.0625,0.003676470588235294
essays,gpt,CON,0.07777777777777778,0.03333333333333333
essays,gpt,CON,0.24705882352941178,0.047058823529411764
essays,gpt,CON,0.043137254901960784,0.00784313725490196
essays,gpt,CON,0.11462450592885376,0.03557312252964427
essays,gpt,CON,0.004291845493562232,0.0
essays,gpt,CON,0.13654618473895583,0.17269076305220885
essays,gpt,CON,0.0,0.0
essays,gpt,CON,0.047244094488188976,0.003937007874015748
essays,gpt,CON,0.0,0.0
essays,gpt,NEU,0.08366533864541832,0.08764940239043825
essays,gpt,NEU,0.017241379310344827,0.004310344827586207
essays,gpt,NEU,0.16015625,0.0625
essays,gpt,NEU,0.0,0.0
essays,gpt,NEU,0.1183206106870229,0.09923664122137404
essays,gpt,NEU,0.0625,0.08984375
essays,gpt,NEU,0.12840466926070038,0.0622568093385214
essays,gpt,NEU,0.0,0.0
essays,gpt,NEU,0.1059322033898305,0.11016949152542373
essays,gpt,NEU,0.12043795620437957,0.06934306569343066
